State Code,Indian Census State Code 2011,State Name,District Code,Indian Census District Code 2011,District Name,ICRISAT Indian Id,SAT/NONSAT District,Region Code,Region Name,Agro Ecological Zones ICRISAT,Agro Ecological Zones NATP,AEZ Production Zones NATP,Latitude,Longitude
13,19,West Bengal,821,342,Kolkata,2220,2,3,Presidency division,1,5,5.10,24.00,88.00
13,19,West Bengal,822,-1,West Dinajpur,2216,2,1,Jalpaiguri division,1,5,5.10,25.50,88.40
2,10,Bihar,901,-1,Champaran,3424,2,2,Tirhut division,1,4,4.10,26.50,84.60
2,10,Bihar,902,216,Muzaffarpur,3420,2,2,Tirhut division,2,4,4.10,26.10,85.40
2,10,Bihar,903,215,Darbhanga,3405,2,4,Darbhanga division,1,4,4.10,26.00,85.90
2,10,Bihar,904,214,Saharsa,3430,2,5,Kosi division,1,4,4.10,26.20,86.80
2,10,Bihar,905,211,Purnea,3427,2,6,Purnea division,1,4,4.10,25.80,87.50
2,10,Bihar,906,219,Saran,3434,2,3,Saran division,2,4,4.10,26.00,84.80
2,10,Bihar,907,230,Patna,3425,1,1,Patna division,3,4,4.10,25.60,85.00
2,10,Bihar,908,226,Mungair,3419,1,8,Mungair division,3,4,4.10,24.90,86.20
2,10,Bihar,909,224,Bhagalpur,3403,2,7,Bhagalpur division,1,4,4.10,25.30,87.00
15,20,Jharkhand,910,362,Santhal Paragana Dumka,3442,1,4,Santhal Paragana division,3,5,5.10,24.90,87.60
2,10,Bihar,911,-1,Shahabad (now part of Bhojpur district),3429,1,1,Patna division,3,4,4.10,25.50,84.50
2,10,Bihar,912,236,Gaya,3408,1,9,Magadh division,3,4,4.10,24.80,85.00
15,20,Jharkhand,913,360,Hazaribagh,3413,2,2,North Chotanagpur division,1,5,5.10,24.00,85.40
15,20,Jharkhand,914,354,Dhanbad,3407,2,2,North Chotanagpur division,1,5,5.10,23.80,86.40
15,20,Jharkhand,915,358,Palamau,3423,1,3,Palamau division,3,5,5.10,24.10,84.10
15,20,Jharkhand,916,364,Ranchi,3428,2,1,South Chotanagpur division,1,5,5.10,23.40,85.00
15,20,Jharkhand,917,-1,Singhbhum,3436,2,5,Kolhan division,1,5,5.10,22.70,86.00
11,33,Tamil Nadu,999,603,Chennai,1929,2,2,Tondai Nadu region,0,2,2.10,13.10,80.20
